trade_no,lifecycle,trigger,direction,trigger_time_utc,entry_time_utc,entry_price,zone_top,zone_bottom,swing_price,atr14,buffer,stop_loss,stop_distance_usd,tp1,tp2,outcome,result_r,exit_time_utc,duration_hours
11,MAX_4_M15_CANDLES,FVG,SELL,2026-01-02 19:15:00,2026-01-02 19:30:00,4318.355000,4322.475000,4321.435000,4401.928000,9.553040,0.955304,4402.883304,84.528304,4233.826696,4149.298392,TIME_EXIT_BEFORE_TP1,-0.117239,2026-01-02 20:15:00,0.750000
12,MAX_4_M15_CANDLES,FVG,BUY,2026-01-05 00:45:00,2026-01-05 01:00:00,4394.905000,4385.315000,4379.685000,4309.618000,10.347835,1.034783,4308.583217,86.321783,4481.226783,4567.548567,TIME_EXIT_BEFORE_TP1,0.078196,2026-01-05 01:45:00,0.750000
13,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-05 02:15:00,2026-01-05 02:30:00,4401.715000,4392.218000,4377.035000,4309.618000,12.084294,1.208429,4308.409571,93.305429,4495.020429,4588.325859,TIME_EXIT_BEFORE_TP1,0.058517,2026-01-05 03:15:00,0.750000
14,MAX_4_M15_CANDLES,FVG,BUY,2026-01-05 11:30:00,2026-01-05 11:45:00,4423.915000,4415.489000,4412.195000,4400.978000,7.969136,0.796914,4400.181086,23.733914,4447.648914,4471.382827,TIME_EXIT_BEFORE_TP1,-0.596615,2026-01-05 12:30:00,0.750000
15,MAX_4_M15_CANDLES,FVG,SELL,2026-01-05 11:45:00,2026-01-05 12:00:00,4419.065000,4430.005000,4424.405000,4439.675000,7.969912,0.796991,4440.471991,21.406991,4397.658009,4376.251018,TIME_EXIT_BEFORE_TP1,0.448919,2026-01-05 12:45:00,0.750000
16,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-05 13:00:00,2026-01-05 13:15:00,4408.985000,4415.489000,4412.195000,4439.675000,7.988097,0.798810,4440.473810,31.488810,4377.496190,4346.007381,TIME_EXIT_BEFORE_TP1,-0.541145,2026-01-05 14:00:00,0.750000
17,MAX_4_M15_CANDLES,FVG,BUY,2026-01-05 14:30:00,2026-01-05 14:45:00,4429.415000,4419.975000,4417.125000,4396.045000,9.461854,0.946185,4395.098815,34.316185,4463.731185,4498.047371,TIME_EXIT_BEFORE_TP1,0.515792,2026-01-05 15:30:00,0.750000
18,MAX_4_M15_CANDLES,FVG,BUY,2026-01-05 15:30:00,2026-01-05 15:45:00,4447.165000,4435.998000,4429.725000,4396.045000,10.643531,1.064353,4394.980647,52.184353,4499.349353,4551.533706,TIME_EXIT_BEFORE_TP1,-0.043442,2026-01-05 16:30:00,0.750000
19,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-05 17:00:00,2026-01-05 17:15:00,4442.175000,4434.068000,4433.415000,4396.045000,10.469933,1.046993,4394.998007,47.176993,4489.351993,4536.528987,TIME_EXIT_BEFORE_TP1,0.101109,2026-01-05 18:00:00,0.750000
20,MAX_4_M15_CANDLES,FVG,SELL,2026-01-06 00:30:00,2026-01-06 00:45:00,4436.435000,4448.345000,4443.845000,4459.815000,7.570707,0.757071,4460.572071,24.137071,4412.297929,4388.160859,TIME_EXIT_BEFORE_TP1,-0.108547,2026-01-06 01:30:00,0.750000
21,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-06 01:00:00,2026-01-06 01:15:00,4441.685000,4430.005000,4424.405000,4437.735000,7.792395,0.779240,4423.625760,18.059240,4459.744240,4477.803479,TIME_EXIT_AFTER_TP1,0.971248,2026-01-06 02:00:00,0.750000
22,MAX_4_M15_CANDLES,FVG,BUY,2026-01-06 03:00:00,2026-01-06 03:15:00,4462.345000,4456.205000,4452.145000,4427.725000,8.793227,0.879323,4426.845677,35.499323,4497.844323,4533.343645,TIME_EXIT_BEFORE_TP1,0.087889,2026-01-06 04:00:00,0.750000
23,MAX_4_M15_CANDLES,FVG,BUY,2026-01-06 05:15:00,2026-01-06 05:30:00,4469.465000,4466.795000,4466.135000,4427.725000,6.610746,0.661075,4427.063925,42.401075,4511.866075,4554.267149,TIME_EXIT_BEFORE_TP1,-0.199523,2026-01-06 06:15:00,0.750000
24,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-06 06:45:00,2026-01-06 07:00:00,4465.565000,4461.405000,4458.165000,4449.198000,7.283354,0.728335,4448.469665,17.095335,4482.660335,4499.755671,TIME_EXIT_BEFORE_TP1,-0.376711,2026-01-06 07:45:00,0.750000
25,MAX_4_M15_CANDLES,FVG,BUY,2026-01-06 08:00:00,2026-01-06 08:15:00,4461.765000,4458.805000,4458.165000,4449.198000,7.130724,0.713072,4448.484928,13.280072,4475.045072,4488.325145,TP1_BE,0.000000,2026-01-06 09:00:00,0.750000
26,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-06 10:00:00,2026-01-06 10:15:00,4449.875000,4448.345000,4443.845000,4456.695000,7.934275,0.793428,4443.051572,6.823428,4456.698428,4463.521855,TIME_EXIT_BEFORE_TP1,0.085001,2026-01-06 11:00:00,0.750000
27,MAX_4_M15_CANDLES,FVG,SELL,2026-01-06 10:15:00,2026-01-06 10:30:00,4449.838000,4453.445000,4452.065000,4475.485000,7.652756,0.765276,4476.250276,26.412276,4423.425724,4397.013449,TIME_EXIT_BEFORE_TP1,-0.202444,2026-01-06 11:15:00,0.750000
28,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-06 12:00:00,2026-01-06 12:15:00,4461.858000,4464.195000,4463.335000,4475.485000,6.681593,0.668159,4476.153159,14.295159,4447.562841,4433.267681,TIME_EXIT_BEFORE_TP1,-0.230917,2026-01-06 13:00:00,0.750000
29,MAX_4_M15_CANDLES,FVG,BUY,2026-01-06 12:45:00,2026-01-06 13:00:00,4463.345000,4459.438000,4455.405000,4442.095000,6.499150,0.649915,4441.445085,21.899915,4485.244915,4507.144830,TIME_EXIT_BEFORE_TP1,0.198631,2026-01-06 13:45:00,0.750000
30,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-06 13:45:00,2026-01-06 14:00:00,4467.735000,4464.705000,4457.935000,4442.095000,7.599020,0.759902,4441.335098,26.399902,4494.134902,4520.534804,TIME_EXIT_BEFORE_TP1,0.745836,2026-01-06 14:45:00,0.750000
31,MAX_4_M15_CANDLES,FVG,BUY,2026-01-06 14:30:00,2026-01-06 14:45:00,4479.045000,4466.025000,4461.875000,4442.095000,8.336833,0.833683,4441.261317,37.783683,4516.828683,4554.612367,TIME_EXIT_BEFORE_TP1,-0.100228,2026-01-06 15:30:00,0.750000
32,MAX_4_M15_CANDLES,FVG,BUY,2026-01-06 15:15:00,2026-01-06 15:30:00,4480.579000,4479.045000,4472.998000,4453.535000,8.777696,0.877770,4452.657230,27.921770,4508.500770,4536.422539,TIME_EXIT_BEFORE_TP1,0.092616,2026-01-06 16:15:00,0.750000
33,MAX_4_M15_CANDLES,FVG,BUY,2026-01-06 20:30:00,2026-01-06 20:45:00,4489.505000,4484.425000,4483.505000,4477.195000,7.007352,0.700735,4476.494265,13.010735,4502.515735,4515.526470,TIME_EXIT_BEFORE_TP1,0.491363,2026-01-06 21:30:00,0.750000
34,MAX_4_M15_CANDLES,FVG,SELL,2026-01-07 00:30:00,2026-01-07 00:45:00,4489.538000,4494.755000,4494.105000,4500.348000,5.531257,0.553126,4500.901126,11.363126,4478.174874,4466.811749,TP2,2.000000,2026-01-07 01:30:00,0.750000
35,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-07 00:45:00,2026-01-07 01:00:00,4491.695000,4485.875000,4484.455000,4477.195000,5.846596,0.584660,4476.610340,15.084660,4506.779660,4521.864319,SL,-1.000000,2026-01-07 01:00:00,0.000000
36,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-07 01:30:00,2026-01-07 01:45:00,4468.095000,4479.045000,4472.998000,4500.348000,7.793365,0.779336,4501.127336,33.032336,4435.062664,4402.030327,TIME_EXIT_BEFORE_TP1,-0.225627,2026-01-07 02:30:00,0.750000
37,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-07 02:15:00,2026-01-07 02:30:00,4473.525000,4470.525000,4470.195000,4477.195000,8.367603,0.836760,4469.358240,4.166760,4477.691760,4481.858521,TP1_BE,0.000000,2026-01-07 02:45:00,0.250000
38,MAX_4_M15_CANDLES,FVG,SELL,2026-01-07 05:30:00,2026-01-07 05:45:00,4452.119000,4468.925000,4468.229000,4479.965000,7.477321,0.747732,4480.712732,28.593732,4423.525268,4394.931536,TIME_EXIT_BEFORE_TP1,0.200883,2026-01-07 06:30:00,0.750000
39,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-07 05:45:00,2026-01-07 06:00:00,4453.975000,4453.445000,4452.065000,4459.308000,7.747512,0.774751,4451.290249,2.684751,4456.659751,4459.344502,TP1_BE,0.000000,2026-01-07 06:15:00,0.250000
40,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-07 06:15:00,2026-01-07 06:30:00,4454.725000,4459.438000,4455.405000,4479.965000,7.683671,0.768367,4480.733367,26.008367,4428.716633,4402.708266,TIME_EXIT_BEFORE_TP1,0.002691,2026-01-07 07:15:00,0.750000
41,MAX_4_M15_CANDLES,FVG,SELL,2026-01-07 06:30:00,2026-01-07 06:45:00,4446.315000,4465.015000,4454.195000,4479.965000,7.984123,0.798412,4480.763412,34.448412,4411.866588,4377.418175,TIME_EXIT_BEFORE_TP1,-0.358507,2026-01-07 07:30:00,0.750000
42,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-07 08:30:00,2026-01-07 08:45:00,4466.405000,4465.015000,4454.195000,4441.248000,7.815797,0.781580,4440.466420,25.938580,4492.343580,4518.282159,TIME_EXIT_BEFORE_TP1,-0.196233,2026-01-07 09:30:00,0.750000
43,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-07 11:45:00,2026-01-07 12:00:00,4447.505000,4453.355000,4450.655000,4467.475000,7.155050,0.715505,4468.190505,20.685505,4426.819495,4406.133990,TIME_EXIT_BEFORE_TP1,0.136327,2026-01-07 12:45:00,0.750000
44,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-07 12:30:00,2026-01-07 12:45:00,4449.558000,4458.325000,4454.695000,4467.475000,7.281171,0.728117,4468.203117,18.645117,4430.912883,4412.267766,TP1_BE,0.000000,2026-01-07 13:30:00,0.750000
45,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-07 17:15:00,2026-01-07 17:30:00,4458.475000,4461.705000,4460.845000,4454.095000,10.136637,1.013664,4462.718664,4.243664,4454.231336,4449.987673,TP2,2.000000,2026-01-07 17:45:00,0.250000
46,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-07 19:00:00,2026-01-07 19:15:00,4449.435000,4456.615000,4450.415000,4468.075000,8.916432,0.891643,4468.966643,19.531643,4429.903357,4410.371714,TIME_EXIT_BEFORE_TP1,-0.446455,2026-01-07 20:00:00,0.750000
47,MAX_4_M15_CANDLES,FVG,BUY,2026-01-07 21:00:00,2026-01-07 21:15:00,4453.865000,4451.745000,4450.855000,4445.105000,7.522677,0.752268,4444.352732,9.512268,4463.377268,4472.889535,TIME_EXIT_BEFORE_TP1,0.587662,2026-01-07 23:00:00,1.750000
48,MAX_4_M15_CANDLES,FVG,SELL,2026-01-07 21:15:00,2026-01-07 21:30:00,4452.275000,4456.325000,4454.405000,4461.365000,7.219629,0.721963,4462.086963,9.811963,4442.463037,4432.651074,SL,-1.000000,2026-01-07 23:00:00,1.500000
49,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-08 01:15:00,2026-01-08 01:30:00,4454.535000,4458.925000,4456.505000,4466.075000,7.052963,0.705296,4466.780296,12.245296,4442.289704,4430.044407,TIME_EXIT_AFTER_TP1,1.110631,2026-01-08 02:15:00,0.750000
50,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-08 01:30:00,2026-01-08 01:45:00,4447.348000,4456.898000,4454.245000,4466.075000,7.394608,0.739461,4466.814461,19.466461,4427.881539,4408.415078,TIME_EXIT_BEFORE_TP1,0.295534,2026-01-08 02:30:00,0.750000
51,MAX_4_M15_CANDLES,FVG,SELL,2026-01-08 02:00:00,2026-01-08 02:15:00,4446.275000,4454.118000,4448.085000,4466.075000,7.455917,0.745592,4466.820592,20.545592,4425.729408,4405.183817,TIME_EXIT_BEFORE_TP1,0.185441,2026-01-08 03:00:00,0.750000
52,MAX_4_M15_CANDLES,FVG,BUY,2026-01-08 05:45:00,2026-01-08 06:00:00,4425.375000,4416.685000,4414.055000,4433.275000,7.250584,0.725058,4413.329942,12.045058,4437.420058,4449.465117,TIME_EXIT_BEFORE_TP1,0.635115,2026-01-08 06:45:00,0.750000
53,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-08 08:30:00,2026-01-08 08:45:00,4420.965000,4429.735000,4428.015000,4439.448000,7.529762,0.752976,4440.200976,19.235976,4401.729024,4382.493048,TIME_EXIT_BEFORE_TP1,-0.627990,2026-01-08 09:30:00,0.750000
54,MAX_4_M15_CANDLES,FVG,BUY,2026-01-08 09:30:00,2026-01-08 09:45:00,4432.975000,4430.285000,4428.345000,4419.438000,7.302698,0.730270,4418.707730,14.267270,4447.242270,4461.509540,TIME_EXIT_BEFORE_TP1,-0.040652,2026-01-08 10:30:00,0.750000
55,MAX_4_M15_CANDLES,FVG,SELL,2026-01-08 12:45:00,2026-01-08 13:00:00,4427.375000,4429.735000,4429.245000,4435.145000,7.372563,0.737256,4435.882256,8.507256,4418.867744,4410.360487,TP1_BE,0.000000,2026-01-08 13:15:00,0.250000
56,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-08 15:15:00,2026-01-08 15:30:00,4447.435000,4454.118000,4452.045000,4435.605000,10.350211,1.035021,4455.153021,7.718021,4439.716979,4431.998958,SL,-1.000000,2026-01-08 15:30:00,0.000000
57,MAX_4_M15_CANDLES,FVG,BUY,2026-01-08 17:15:00,2026-01-08 17:30:00,4461.635000,4457.425000,4454.955000,4407.485000,9.438856,0.943886,4406.541114,55.093886,4516.728886,4571.822771,TIME_EXIT_BEFORE_TP1,-0.179875,2026-01-08 18:15:00,0.750000
58,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-08 17:45:00,2026-01-08 18:00:00,4463.175000,4462.235000,4458.525000,4407.485000,8.801774,0.880177,4406.604823,56.570177,4519.745177,4576.315355,TIME_EXIT_BEFORE_TP1,-0.246420,2026-01-08 18:45:00,0.750000
59,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-08 18:15:00,2026-01-08 18:30:00,4451.775000,4457.425000,4454.955000,4465.165000,8.833060,0.883306,4466.048306,14.273306,4437.501694,4423.228388,TIME_EXIT_BEFORE_TP1,0.294256,2026-01-08 19:15:00,0.750000
60,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-08 23:00:00,2026-01-08 23:15:00,4476.695000,4484.425000,4483.505000,4465.165000,7.110254,0.711025,4485.136025,8.441025,4468.253975,4459.812949,TIME_EXIT_BEFORE_TP1,0.616039,2026-01-09 00:00:00,0.750000
61,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-08 23:15:00,2026-01-08 23:30:00,4477.065000,4475.835000,4475.498000,4444.565000,6.868807,0.686881,4443.878119,33.186881,4510.251881,4543.438761,TIME_EXIT_BEFORE_TP1,-0.348632,2026-01-09 00:15:00,0.750000
62,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-09 01:30:00,2026-01-09 01:45:00,4462.295000,4458.885000,4456.275000,4444.565000,7.073230,0.707323,4443.857677,18.437323,4480.732323,4499.169646,TIME_EXIT_BEFORE_TP1,0.585226,2026-01-09 02:30:00,0.750000
63,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-09 02:15:00,2026-01-09 02:30:00,4471.995000,4471.355000,4468.415000,4452.585000,6.971362,0.697136,4451.887864,20.107136,4492.102136,4512.209272,TIME_EXIT_BEFORE_TP1,-0.437656,2026-01-09 03:15:00,0.750000
64,MAX_4_M15_CANDLES,FVG,BUY,2026-01-09 02:30:00,2026-01-09 02:45:00,4473.115000,4468.625000,4463.268000,4452.585000,6.991265,0.699126,4451.885874,21.229126,4494.344126,4515.573253,TIME_EXIT_BEFORE_TP1,-0.448440,2026-01-09 03:30:00,0.750000
65,MAX_4_M15_CANDLES,FVG,BUY,2026-01-09 03:30:00,2026-01-09 03:45:00,4463.625000,4462.145000,4461.135000,4452.585000,6.848548,0.684855,4451.900145,11.724855,4475.349855,4487.074710,TIME_EXIT_BEFORE_TP1,-0.046056,2026-01-09 04:30:00,0.750000
66,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-09 04:00:00,2026-01-09 04:15:00,4462.318000,4468.625000,4463.268000,4476.295000,6.280279,0.628028,4476.923028,14.605028,4447.712972,4433.107944,TIME_EXIT_BEFORE_TP1,-0.036768,2026-01-09 05:00:00,0.750000
67,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-09 07:45:00,2026-01-09 08:00:00,4470.025000,4472.795000,4470.795000,4477.125000,5.274295,0.527430,4477.652430,7.627430,4462.397570,4454.770141,TIME_EXIT_BEFORE_TP1,0.220258,2026-01-09 08:45:00,0.750000
68,MAX_4_M15_CANDLES,FVG,BUY,2026-01-09 08:45:00,2026-01-09 09:00:00,4468.295000,4465.335000,4464.865000,4457.985000,5.574025,0.557402,4457.427598,10.867402,4479.162402,4490.029805,TIME_EXIT_BEFORE_TP1,0.231886,2026-01-09 09:45:00,0.750000
69,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-09 10:45:00,2026-01-09 11:00:00,4472.248000,4472.095000,4468.475000,4463.905000,5.176874,0.517687,4463.387313,8.860687,4481.108687,4489.969375,TIME_EXIT_BEFORE_TP1,0.316003,2026-01-09 11:45:00,0.750000
70,MAX_4_M15_CANDLES,FVG,BUY,2026-01-09 11:45:00,2026-01-09 12:00:00,4474.995000,4472.995000,4468.475000,4466.798000,4.990608,0.499061,4466.298939,8.696061,4483.691061,4492.387122,SL,-1.000000,2026-01-09 12:30:00,0.500000
