trade_no,lifecycle,trigger,direction,trigger_time_utc,entry_time_utc,entry_price,zone_top,zone_bottom,swing_price,atr14,buffer,stop_loss,stop_distance_usd,tp1,tp2,outcome,result_r,exit_time_utc,duration_hours
81,MAX_4_M15_CANDLES,FVG,BUY,2026-01-12 00:00:00,2026-01-12 00:15:00,4553.215000,4538.145000,4537.948000,4481.615000,8.797130,0.879713,4480.735287,72.479713,4625.694713,4698.174426,TIME_EXIT_BEFORE_TP1,0.388385,2026-01-12 01:00:00,0.750000
82,MAX_4_M15_CANDLES,FVG,SELL,2026-01-12 01:30:00,2026-01-12 01:45:00,4573.189000,4587.785000,4583.835000,4516.898000,11.423998,1.142400,4588.927400,15.738400,4557.450600,4541.712200,TIME_EXIT_BEFORE_TP1,-0.352387,2026-01-12 02:30:00,0.750000
83,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-12 04:15:00,2026-01-12 04:30:00,4568.415000,4573.335000,4569.899000,4581.745000,9.374705,0.937470,4582.682470,14.267470,4554.147530,4539.880059,TIME_EXIT_BEFORE_TP1,-0.268443,2026-01-12 05:15:00,0.750000
84,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-12 06:15:00,2026-01-12 06:30:00,4573.475000,4572.335000,4570.995000,4563.118000,8.386380,0.838638,4562.279362,11.195638,4584.670638,4595.866276,TIME_EXIT_AFTER_TP1,0.699380,2026-01-12 07:15:00,0.750000
85,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-12 07:30:00,2026-01-12 07:45:00,4583.595000,4578.535000,4575.815000,4569.455000,7.990968,0.799097,4568.655903,14.939097,4598.534097,4613.473194,TIME_EXIT_BEFORE_TP1,0.125844,2026-01-12 08:30:00,0.750000
86,MAX_4_M15_CANDLES,FVG,BUY,2026-01-12 08:45:00,2026-01-12 09:00:00,4596.725000,4587.785000,4565.705000,4569.455000,8.059861,0.805986,4564.899014,31.825986,4628.550986,4660.376972,TIME_EXIT_BEFORE_TP1,-0.244454,2026-01-12 09:45:00,0.750000
87,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-12 10:00:00,2026-01-12 10:15:00,4591.845000,4587.785000,4583.835000,4569.455000,7.372864,0.737286,4568.717714,23.127286,4614.972286,4638.099573,TIME_EXIT_BEFORE_TP1,-0.043671,2026-01-12 11:00:00,0.750000
88,MAX_4_M15_CANDLES,FVG,SELL,2026-01-12 10:30:00,2026-01-12 10:45:00,4589.615000,4593.248000,4593.215000,4599.245000,7.281898,0.728190,4599.973190,10.358190,4579.256810,4568.898620,TIME_EXIT_BEFORE_TP1,-0.215289,2026-01-12 11:30:00,0.750000
89,MAX_4_M15_CANDLES,FVG,BUY,2026-01-12 11:30:00,2026-01-12 11:45:00,4591.995000,4584.825000,4584.335000,4585.835000,7.237067,0.723707,4583.611293,8.383707,4600.378707,4608.762413,SL,-1.000000,2026-01-12 11:45:00,0.000000
90,MAX_4_M15_CANDLES,FVG,BUY,2026-01-12 14:30:00,2026-01-12 14:45:00,4604.085000,4585.285000,4582.625000,4578.145000,10.968767,1.096877,4577.048123,27.036877,4631.121877,4658.158753,TIME_EXIT_BEFORE_TP1,0.710622,2026-01-12 15:30:00,0.750000
91,MAX_4_M15_CANDLES,FVG,SELL,2026-01-12 17:00:00,2026-01-12 17:15:00,4615.109000,4619.485000,4618.155000,4620.185000,10.536727,1.053673,4621.238673,6.129673,4608.979327,4602.849655,TIME_EXIT_AFTER_TP1,1.113273,2026-01-12 18:00:00,0.750000
92,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-12 18:45:00,2026-01-12 19:00:00,4610.685000,4607.605000,4599.385000,4607.508000,9.407806,0.940781,4598.444219,12.240781,4622.925781,4635.166561,TIME_EXIT_BEFORE_TP1,0.023691,2026-01-12 19:45:00,0.750000
93,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-12 19:15:00,2026-01-12 19:30:00,4616.745000,4612.915000,4608.425000,4600.215000,8.834588,0.883459,4599.331541,17.413459,4634.158459,4651.571918,TIME_EXIT_BEFORE_TP1,-0.832689,2026-01-12 20:15:00,0.750000
94,MAX_4_M15_CANDLES,FVG,SELL,2026-01-12 20:30:00,2026-01-12 20:45:00,4592.635000,4609.075000,4604.295000,4618.695000,8.719110,0.871911,4619.566911,26.931911,4565.703089,4538.771178,TIME_EXIT_BEFORE_TP1,0.087628,2026-01-12 21:30:00,0.750000
95,MAX_4_M15_CANDLES,FVG,SELL,2026-01-12 23:00:00,2026-01-12 23:15:00,4578.005000,4599.505000,4599.115000,4618.695000,9.559039,0.955904,4619.650904,41.645904,4536.359096,4494.713192,TIME_EXIT_BEFORE_TP1,-0.348005,2026-01-13 00:00:00,0.750000
96,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-13 00:30:00,2026-01-13 00:45:00,4585.975000,4591.895000,4589.825000,4607.098000,9.199003,0.919900,4608.017900,22.042900,4563.932100,4541.889199,TIME_EXIT_BEFORE_TP1,0.140181,2026-01-13 01:30:00,0.750000
97,MAX_4_M15_CANDLES,FVG,BUY,2026-01-13 03:45:00,2026-01-13 04:00:00,4593.925000,4592.545000,4589.995000,4575.275000,8.023677,0.802368,4574.472632,19.452368,4613.377368,4632.829735,TIME_EXIT_BEFORE_TP1,0.114279,2026-01-13 04:45:00,0.750000
98,MAX_4_M15_CANDLES,FVG,BUY,2026-01-13 04:30:00,2026-01-13 04:45:00,4598.615000,4596.425000,4595.125000,4575.275000,7.245081,0.724508,4574.550492,24.064508,4622.679508,4646.744016,TIME_EXIT_BEFORE_TP1,-0.186997,2026-01-13 05:30:00,0.750000
99,MAX_4_M15_CANDLES,FVG,SELL,2026-01-13 07:30:00,2026-01-13 07:45:00,4580.115000,4587.735000,4585.865000,4601.945000,7.547203,0.754720,4602.699720,22.584720,4557.530280,4534.945559,TIME_EXIT_BEFORE_TP1,-0.580038,2026-01-13 08:30:00,0.750000
100,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-13 09:00:00,2026-01-13 09:15:00,4593.805000,4590.815000,4590.715000,4573.325000,7.332953,0.733295,4572.591705,21.213295,4615.018295,4636.231591,TIME_EXIT_BEFORE_TP1,-0.493558,2026-01-13 10:00:00,0.750000
101,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-13 09:30:00,2026-01-13 09:45:00,4590.425000,4587.735000,4585.865000,4573.325000,7.187638,0.718764,4572.606236,17.818764,4608.243764,4626.062528,TIME_EXIT_BEFORE_TP1,-0.191371,2026-01-13 10:30:00,0.750000
102,MAX_4_M15_CANDLES,FVG,BUY,2026-01-13 10:30:00,2026-01-13 10:45:00,4587.035000,4584.615000,4582.225000,4573.325000,6.896713,0.689671,4572.635329,14.399671,4601.434671,4615.834343,TIME_EXIT_BEFORE_TP1,0.181254,2026-01-13 11:30:00,0.750000
103,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-13 14:00:00,2026-01-13 14:15:00,4618.325000,4609.075000,4604.295000,4577.615000,8.678762,0.867876,4576.747124,41.577876,4659.902876,4701.480752,TIME_EXIT_BEFORE_TP1,0.068787,2026-01-13 15:00:00,0.750000
104,MAX_4_M15_CANDLES,FVG,BUY,2026-01-13 15:30:00,2026-01-13 15:45:00,4614.535000,4606.798000,4606.225000,4577.615000,10.696226,1.069623,4576.545377,37.989623,4652.524623,4690.514245,TIME_EXIT_BEFORE_TP1,-0.159438,2026-01-13 16:30:00,0.750000
105,MAX_4_M15_CANDLES,FVG,BUY,2026-01-13 16:30:00,2026-01-13 16:45:00,4608.478000,4598.915000,4595.035000,4577.615000,11.500962,1.150096,4576.464904,32.013096,4640.491096,4672.504192,TIME_EXIT_BEFORE_TP1,-0.134414,2026-01-13 17:30:00,0.750000
106,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-13 18:00:00,2026-01-13 18:15:00,4593.965000,4586.075000,4584.508000,4592.775000,11.061951,1.106195,4583.401805,10.563195,4604.528195,4615.091390,SL,-1.000000,2026-01-13 18:15:00,0.000000
107,MAX_4_M15_CANDLES,FVG,SELL,2026-01-13 18:15:00,2026-01-13 18:30:00,4591.515000,4602.975000,4594.095000,4634.285000,11.263954,1.126395,4635.411395,43.896395,4547.618605,4503.722209,TIME_EXIT_BEFORE_TP1,-0.035538,2026-01-13 19:15:00,0.750000
108,MAX_4_M15_CANDLES,FVG,BUY,2026-01-13 19:00:00,2026-01-13 19:15:00,4595.335000,4585.315000,4584.508000,4592.775000,11.051753,1.105175,4583.402825,11.932175,4607.267175,4619.199351,TIME_EXIT_BEFORE_TP1,-0.221251,2026-01-13 20:00:00,0.750000
109,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-13 21:00:00,2026-01-13 21:15:00,4583.215000,4590.405000,4586.095000,4634.285000,10.281126,1.028113,4635.313113,52.098113,4531.116887,4479.018775,TIME_EXIT_BEFORE_TP1,-0.237437,2026-01-13 23:00:00,1.750000
110,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-14 00:15:00,2026-01-14 00:30:00,4609.485000,4602.975000,4594.095000,4569.185000,8.460173,0.846017,4568.338983,41.146017,4650.631017,4691.777035,TIME_EXIT_BEFORE_TP1,0.118845,2026-01-14 01:15:00,0.750000
111,MAX_4_M15_CANDLES,FVG,BUY,2026-01-14 04:30:00,2026-01-14 04:45:00,4627.785000,4626.625000,4625.335000,4613.095000,6.728523,0.672852,4612.422148,15.362852,4643.147852,4658.510705,TIME_EXIT_BEFORE_TP1,0.548075,2026-01-14 05:30:00,0.750000
112,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-14 08:45:00,2026-01-14 09:00:00,4634.545000,4632.138000,4628.555000,4617.685000,7.581551,0.758155,4616.926845,17.618155,4652.163155,4669.781310,TIME_EXIT_BEFORE_TP1,-0.238390,2026-01-14 09:45:00,0.750000
113,MAX_4_M15_CANDLES,FVG,SELL,2026-01-14 11:15:00,2026-01-14 11:30:00,4629.995000,4636.125000,4631.555000,4639.425000,6.828576,0.682858,4640.107858,10.112858,4619.882142,4609.769285,TIME_EXIT_BEFORE_TP1,-0.588360,2026-01-14 12:15:00,0.750000
114,MAX_4_M15_CANDLES,FVG,BUY,2026-01-14 12:45:00,2026-01-14 13:00:00,4638.485000,4633.815000,4631.325000,4625.795000,6.597396,0.659740,4625.135260,13.349740,4651.834740,4665.184479,SL,-1.000000,2026-01-14 13:30:00,0.500000
115,MAX_4_M15_CANDLES,FVG,SELL,2026-01-14 15:15:00,2026-01-14 15:30:00,4615.135000,4630.815000,4620.475000,4641.595000,9.867615,0.986761,4642.581761,27.446761,4587.688239,4560.241477,TIME_EXIT_BEFORE_TP1,-0.233907,2026-01-14 16:15:00,0.750000
116,MAX_4_M15_CANDLES,FVG,BUY,2026-01-14 15:45:00,2026-01-14 16:00:00,4617.735000,4611.695000,4610.245000,4625.795000,9.944933,0.994493,4609.250507,8.484493,4626.219493,4634.703987,SL,-1.000000,2026-01-14 16:45:00,0.750000
117,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-14 18:45:00,2026-01-14 19:00:00,4634.975000,4630.815000,4620.475000,4600.985000,9.335984,0.933598,4600.051402,34.923598,4669.898598,4704.822197,TIME_EXIT_BEFORE_TP1,0.115108,2026-01-14 19:45:00,0.750000
118,MAX_4_M15_CANDLES,FVG,BUY,2026-01-14 20:45:00,2026-01-14 21:00:00,4632.385000,4627.758000,4623.475000,4600.985000,8.938362,0.893836,4600.091164,32.293836,4664.678836,4696.972672,TIME_EXIT_BEFORE_TP1,-0.195703,2026-01-14 21:45:00,0.750000
119,MAX_4_M15_CANDLES,FVG,BUY,2026-01-14 21:45:00,2026-01-14 23:00:00,4629.225000,4622.355000,4616.475000,4600.985000,8.515425,0.851543,4600.133457,29.091543,4658.316543,4687.408085,TIME_EXIT_BEFORE_TP1,-0.488458,2026-01-14 23:45:00,0.750000
120,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-14 23:00:00,2026-01-14 23:15:00,4616.325000,4627.758000,4623.475000,4642.695000,9.335538,0.933554,4643.628554,27.303554,4589.021446,4561.717892,TIME_EXIT_BEFORE_TP1,0.000733,2026-01-15 00:00:00,0.750000
121,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-14 23:30:00,2026-01-14 23:45:00,4606.638000,4612.645000,4611.925000,4642.695000,9.651867,0.965187,4643.660187,37.022187,4569.615813,4532.593627,TIME_EXIT_BEFORE_TP1,-0.191426,2026-01-15 00:30:00,0.750000
122,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-15 00:30:00,2026-01-15 00:45:00,4613.685000,4622.355000,4616.475000,4642.695000,8.714261,0.871426,4643.566426,29.881426,4583.803574,4553.922148,TIME_EXIT_AFTER_TP1,0.382847,2026-01-15 01:30:00,0.750000
123,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-15 01:30:00,2026-01-15 01:45:00,4602.305000,4589.995000,4588.899000,4602.575000,9.845136,0.984514,4587.914486,14.390514,4616.695514,4631.086027,TIME_EXIT_BEFORE_TP1,0.339807,2026-01-15 02:30:00,0.750000
124,MAX_4_M15_CANDLES,FVG,SELL,2026-01-15 01:45:00,2026-01-15 02:00:00,4599.748000,4606.395000,4602.765000,4642.695000,9.852412,0.985241,4643.680241,43.932241,4555.815759,4511.883518,TIME_EXIT_BEFORE_TP1,-0.067991,2026-01-15 02:45:00,0.750000
125,MAX_4_M15_CANDLES,FVG,BUY,2026-01-15 02:00:00,2026-01-15 02:15:00,4613.685000,4602.725000,4598.655000,4602.575000,10.355811,1.035581,4597.619419,16.065581,4629.750581,4645.816162,SL,-1.000000,2026-01-15 02:45:00,0.500000
126,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-15 06:15:00,2026-01-15 06:30:00,4603.685000,4606.975000,4606.895000,4614.415000,10.079228,1.007923,4615.422923,11.737923,4591.947077,4580.209154,TIME_EXIT_BEFORE_TP1,-0.538426,2026-01-15 07:15:00,0.750000
127,MAX_4_M15_CANDLES,FVG,BUY,2026-01-15 06:30:00,2026-01-15 06:45:00,4605.315000,4603.525000,4598.685000,4580.815000,9.912140,0.991214,4579.823786,25.491214,4630.806214,4656.297428,TIME_EXIT_BEFORE_TP1,-0.057275,2026-01-15 07:30:00,0.750000
128,MAX_4_M15_CANDLES,FVG,SELL,2026-01-15 08:15:00,2026-01-15 08:30:00,4602.265000,4608.395000,4604.175000,4613.365000,8.550549,0.855055,4614.220055,11.955055,4590.309945,4578.354890,TIME_EXIT_BEFORE_TP1,-0.173149,2026-01-15 09:15:00,0.750000
129,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-15 09:45:00,2026-01-15 10:00:00,4612.415000,4608.395000,4604.175000,4597.685000,7.567646,0.756765,4596.928235,15.486765,4627.901765,4643.388529,TIME_EXIT_BEFORE_TP1,0.464913,2026-01-15 10:45:00,0.750000
130,MAX_4_M15_CANDLES,FVG,SELL,2026-01-15 11:30:00,2026-01-15 11:45:00,4617.795000,4619.715000,4618.155000,4613.365000,6.396138,0.639614,4620.354614,2.559614,4615.235386,4612.675772,SL,-1.000000,2026-01-15 12:00:00,0.250000
131,MAX_4_M15_CANDLES,FVG,BUY,2026-01-15 11:45:00,2026-01-15 12:00:00,4619.105000,4616.915000,4615.665000,4597.685000,6.289271,0.628927,4597.056073,22.048927,4641.153927,4663.202854,TIME_EXIT_BEFORE_TP1,-0.242642,2026-01-15 12:45:00,0.750000
132,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-15 14:30:00,2026-01-15 14:45:00,4602.445000,4607.735000,4605.265000,4622.755000,8.469179,0.846918,4623.601918,21.156918,4581.288082,4560.131164,TIME_EXIT_BEFORE_TP1,-0.416412,2026-01-15 15:30:00,0.750000
133,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-15 14:45:00,2026-01-15 15:00:00,4610.508000,4602.335000,4594.195000,4582.135000,8.927095,0.892709,4581.242291,29.265709,4639.773709,4669.039419,TIME_EXIT_BEFORE_TP1,0.158445,2026-01-15 15:45:00,0.750000
134,MAX_4_M15_CANDLES,IFVG,BUY,2026-01-15 15:00:00,2026-01-15 15:15:00,4612.995000,4609.425000,4605.095000,4582.135000,9.102802,0.910280,4581.224720,31.770280,4644.765280,4676.535560,TIME_EXIT_BEFORE_TP1,0.277083,2026-01-15 16:00:00,0.750000
135,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-15 20:15:00,2026-01-15 20:30:00,4604.765000,4607.355000,4606.975000,4621.295000,6.913425,0.691342,4621.986342,17.221342,4587.543658,4570.322315,TIME_EXIT_BEFORE_TP1,-0.530156,2026-01-15 21:15:00,0.750000
136,MAX_4_M15_CANDLES,FVG,SELL,2026-01-15 20:45:00,2026-01-15 21:00:00,4605.545000,4612.485000,4608.565000,4621.295000,6.718422,0.671842,4621.966842,16.421842,4589.123158,4572.701316,TIME_EXIT_BEFORE_TP1,-0.564736,2026-01-15 21:45:00,0.750000
137,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-15 23:30:00,2026-01-15 23:45:00,4607.425000,4611.045000,4608.745000,4621.295000,5.985367,0.598537,4621.893537,14.468537,4592.956463,4578.487927,TIME_EXIT_BEFORE_TP1,0.444205,2026-01-16 00:30:00,0.750000
138,MAX_4_M15_CANDLES,FVG,BUY,2026-01-16 01:00:00,2026-01-16 01:15:00,4603.475000,4596.145000,4594.195000,4600.399000,6.218022,0.621802,4593.573198,9.901802,4613.376802,4623.278604,TIME_EXIT_BEFORE_TP1,-0.569593,2026-01-16 02:00:00,0.750000
139,MAX_4_M15_CANDLES,FVG,BUY,2026-01-16 04:30:00,2026-01-16 04:45:00,4599.689000,4597.848000,4597.225000,4590.975000,5.499217,0.549922,4590.425078,9.263922,4608.952922,4618.216843,TIME_EXIT_BEFORE_TP1,0.750870,2026-01-16 05:30:00,0.750000
140,MAX_4_M15_CANDLES,IFVG,SELL,2026-01-16 06:00:00,2026-01-16 06:15:00,4604.555000,4613.375000,4611.975000,4608.325000,6.221017,0.622102,4613.997102,9.442102,4595.112898,4585.670797,TP1_BE,0.000000,2026-01-16 07:00:00,0.750000
